Sentence #,Sentence,POS,Tag,Token,New_Tag
Sentence: 24488,"U.S.-led forces toppled the Taleban government after it refused to hand over al-Qaida leader Osama bin Laden , architect of the September 11 , 2001 , attacks against the U.S.","['JJ', 'NNS', 'VBD', 'DT', 'NNP', 'NN', 'IN', 'PRP', 'VBD', 'TO', 'VB', 'RP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', ',', 'NN', 'IN', 'DT', 'NNP', 'CD', ',', 'CD', ',', 'NNS', 'IN', 'DT', 'NNP']","['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'B-geo']","['U.S.-led', 'forces', 'toppled', 'the', 'Taleban', 'government', 'after', 'it', 'refused', 'to', 'hand', 'over', 'al-Qaida', 'leader', 'Osama', 'bin', 'Laden', ',', 'architect', 'of', 'the', 'September', '11', ',', '2001', ',', 'attacks', 'against', 'the', 'U.S', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 24527,"Shannon is the U.S. assistant secretary of state for Western Hemisphere affairs Earlier this month in Caracas , Chavez supporters pelted the car of U.S. Ambassador William Brownfield with eggs and vegetables as he left a charity event .","['NNP', 'VBZ', 'DT', 'NNP', 'NN', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NNP', 'NNS', 'RBR', 'DT', 'NN', 'IN', 'NNP', ',', 'NNP', 'NNS', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNS', 'CC', 'NNS', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'NN', '.']","['B-per', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Shannon', 'is', 'the', 'U.S.', 'assistant', 'secretary', 'of', 'state', 'for', 'Western', 'Hemisphere', 'affairs', 'Earlier', 'this', 'month', 'in', 'Caracas', ',', 'Chavez', 'supporters', 'pelted', 'the', 'car', 'of', 'U.S', '.', 'Ambassador', 'William', 'Brownfield', 'with', 'eggs', 'and', 'vegetables', 'as', 'he', 'left', 'a', 'charity', 'event', '.']","['B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 24613,"U.S. Ambassador Ryan Crocker met with his Iranian counterpart , Hassan Kazemi Qomi .","['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'PRP$', 'JJ', 'NN', ',', 'NNP', 'NNP', 'NNP', '.']","['B-org', 'I-org', 'B-per', 'I-per', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']","['U.S', '.', 'Ambassador', 'Ryan', 'Crocker', 'met', 'with', 'his', 'Iranian', 'counterpart', ',', 'Hassan', 'Kazemi', 'Qomi', '.']","['B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
Sentence: 24671,A double century from Wasim Jaffer ( 202 ) and centuries from Sourav Ganguly and V.V.S. Laxman put India in a commanding position .,"['DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'LRB', 'CD', 'RRB', 'CC', 'NNS', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'VBD', 'NNP', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']","['A', 'double', 'century', 'from', 'Wasim', 'Jaffer', '(', '202', ')', 'and', 'centuries', 'from', 'Sourav', 'Ganguly', 'and', 'V.V.S', '.', 'Laxman', 'put', 'India', 'in', 'a', 'commanding', 'position', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 24736,"U.S. State Department spokesman P.J. Crowley said India should let Burma know that "" it needs to change its course . ""","['NNP', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'NNP', 'MD', 'VB', 'NNP', 'VB', 'IN', '``', 'PRP', 'VBZ', 'TO', 'VB', 'PRP$', 'NN', '.', '``']","['B-org', 'I-org', 'I-org', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['U.S.', 'State', 'Department', 'spokesman', 'P.J', '.', 'Crowley', 'said', 'India', 'should', 'let', 'Burma', 'know', 'that', '``', 'it', 'needs', 'to', 'change', 'its', 'course', '.', '``']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 24751,"World No. 1 men 's tennis player Roger Federer of Switzerland has reached the semifinals of the Thailand Open men 's tennis tournament , but American Robby Ginepri is out of the event .","['NN', 'NNP', 'CD', 'NNS', 'POS', 'NN', 'NN', 'NNP', 'NNP', 'IN', 'NNP', 'VBZ', 'VBN', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NNS', 'POS', 'NN', 'NN', ',', 'CC', 'JJ', 'NNP', 'NNP', 'VBZ', 'IN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-eve', 'I-eve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O']","['World', 'No', '.', '1', 'men', ""'s"", 'tennis', 'player', 'Roger', 'Federer', 'of', 'Switzerland', 'has', 'reached', 'the', 'semifinals', 'of', 'the', 'Thailand', 'Open', 'men', ""'s"", 'tennis', 'tournament', ',', 'but', 'American', 'Robby', 'Ginepri', 'is', 'out', 'of', 'the', 'event', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 24918,E.U. diplomats say they also want Hamas to make those changes .,"['NNP', 'NNS', 'VBP', 'PRP', 'RB', 'VBP', 'NNP', 'TO', 'VB', 'DT', 'NNS', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O']","['E.U', '.', 'diplomats', 'say', 'they', 'also', 'want', 'Hamas', 'to', 'make', 'those', 'changes', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
Sentence: 25010,""" If I was n't under oath , I'd return the compliment , "" replied the witness .","['``', 'IN', 'PRP', 'VBD', 'RB', 'IN', 'NN', ',', 'NNP', 'NN', 'DT', 'NN', ',', '``', 'VBD', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['``', 'If', 'I', 'was', ""n't"", 'under', 'oath', ',', 'I', ""'d"", 'return', 'the', 'compliment', ',', '``', 'replied', 'the', 'witness', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 25765,Roman Ferencevych talks about the goals of the Ukrainian Community in the U.S.,"['NNP', 'NNP', 'NNS', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NNP', 'IN', 'DT', 'NNP']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-org', 'O', 'O', 'B-geo']","['Roman', 'Ferencevych', 'talks', 'about', 'the', 'goals', 'of', 'the', 'Ukrainian', 'Community', 'in', 'the', 'U.S', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-ORG', 'O', 'O', 'B-LOC']"
Sentence: 25775,"In documents released Friday , defense attorneys argue that Air Force adviser Brig. Gen. Thomas Hartmann failed to provide fair and objective legal advice , and instead pushed prosecutors to take up "" sexy "" high-profile cases .","['IN', 'NNS', 'VBN', 'NNP', ',', 'NN', 'NNS', 'VBP', 'IN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'TO', 'VB', 'JJ', 'CC', 'JJ', 'JJ', 'NN', ',', 'CC', 'RB', 'VBD', 'NNS', 'TO', 'VB', 'RP', '``', 'JJ', '``', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'documents', 'released', 'Friday', ',', 'defense', 'attorneys', 'argue', 'that', 'Air', 'Force', 'adviser', 'Brig', '.', 'Gen.', 'Thomas', 'Hartmann', 'failed', 'to', 'provide', 'fair', 'and', 'objective', 'legal', 'advice', ',', 'and', 'instead', 'pushed', 'prosecutors', 'to', 'take', 'up', '``', 'sexy', '``', 'high-profile', 'cases', '.']","['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 25930,"Meanwhile , U.S. Ambassador Zalmay Khalilzad expressed concern that results showed votes in other parts of Iraq were mostly divided along religious and ethnic lines .","['RB', ',', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NN', 'IN', 'NNS', 'VBD', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'VBD', 'RB', 'VBN', 'IN', 'JJ', 'CC', 'JJ', 'NNS', '.']","['O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Meanwhile', ',', 'U.S', '.', 'Ambassador', 'Zalmay', 'Khalilzad', 'expressed', 'concern', 'that', 'results', 'showed', 'votes', 'in', 'other', 'parts', 'of', 'Iraq', 'were', 'mostly', 'divided', 'along', 'religious', 'and', 'ethnic', 'lines', '.']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 26096,"The armed men also left behind a note pierced with several bullets , threatening to kill the U.N. Relief and Works Agency director , John Ging .","['DT', 'JJ', 'NNS', 'RB', 'VBD', 'IN', 'DT', 'NN', 'VBN', 'IN', 'JJ', 'NNS', ',', 'VBG', 'TO', 'VB', 'DT', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NN', ',', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'B-per', 'I-per', 'O']","['The', 'armed', 'men', 'also', 'left', 'behind', 'a', 'note', 'pierced', 'with', 'several', 'bullets', ',', 'threatening', 'to', 'kill', 'the', 'U.N', '.', 'Relief', 'and', 'Works', 'Agency', 'director', ',', 'John', 'Ging', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 26184,About 30 % of Ratners 's profit already is derived from the U.S.,"['IN', 'CD', 'NN', 'IN', 'NNP', 'POS', 'NN', 'RB', 'VBZ', 'VBN', 'IN', 'DT', 'NNP']","['O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo']","['About', '30', '%', 'of', 'Ratners', ""'s"", 'profit', 'already', 'is', 'derived', 'from', 'the', 'U.S', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 26288,"He said he will co-chair the donor 's meeting Thursday in Addis Ababa , Ethiopia , where the A.U. has its headquarters .","['PRP', 'VBD', 'PRP', 'MD', 'VB', 'DT', 'NN', 'POS', 'NN', 'NNP', 'IN', 'NNP', 'NNP', ',', 'NNP', ',', 'WRB', 'DT', 'NNP', 'VBZ', 'PRP$', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O']","['He', 'said', 'he', 'will', 'co-chair', 'the', 'donor', ""'s"", 'meeting', 'Thursday', 'in', 'Addis', 'Ababa', ',', 'Ethiopia', ',', 'where', 'the', 'A.U', '.', 'has', 'its', 'headquarters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
Sentence: 26366,"In a Texas courtroom Tuesday , a retired district judge , C.W. Duncan , hearing the petition ruled in favor of the embattled Republican lawmaker .","['IN', 'DT', 'NNP', 'NN', 'NNP', ',', 'DT', 'JJ', 'NN', 'NN', ',', 'NNP', 'NNP', ',', 'VBG', 'DT', 'NN', 'VBD', 'IN', 'NN', 'IN', 'DT', 'VBN', 'NNP', 'NN', '.']","['O', 'O', 'B-org', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']","['In', 'a', 'Texas', 'courtroom', 'Tuesday', ',', 'a', 'retired', 'district', 'judge', ',', 'C.W', '.', 'Duncan', ',', 'hearing', 'the', 'petition', 'ruled', 'in', 'favor', 'of', 'the', 'embattled', 'Republican', 'lawmaker', '.']","['O', 'O', 'B-ORG', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
Sentence: 26493,"Indian army spokesman Lieutenant Colonel J.S. Brar said the fighting ended Tuesday , with eight soldiers and 17 militants , killed since Friday in the Kupwara district .","['JJ', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'VBD', 'NNP', ',', 'IN', 'CD', 'NNS', 'CC', 'CD', 'NNS', ',', 'VBD', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-geo', 'O', 'O']","['Indian', 'army', 'spokesman', 'Lieutenant', 'Colonel', 'J.S', '.', 'Brar', 'said', 'the', 'fighting', 'ended', 'Tuesday', ',', 'with', 'eight', 'soldiers', 'and', '17', 'militants', ',', 'killed', 'since', 'Friday', 'in', 'the', 'Kupwara', 'district', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'O']"
Sentence: 26776,The UAE comments come days after U.S. Undersecretary of the Treasury Stuart Levey made a trip to the UAE to urge tighter enforcement of the sanctions against Iran .,"['DT', 'NNP', 'NNS', 'VBP', 'NNS', 'IN', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'TO', 'DT', 'NNP', 'TO', 'VB', 'JJR', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNP', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']","['The', 'UAE', 'comments', 'come', 'days', 'after', 'U.S', '.', 'Undersecretary', 'of', 'the', 'Treasury', 'Stuart', 'Levey', 'made', 'a', 'trip', 'to', 'the', 'UAE', 'to', 'urge', 'tighter', 'enforcement', 'of', 'the', 'sanctions', 'against', 'Iran', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 26888,"Focusing on the Greek victory over vastly larger Persian forces at the Battle Of Thermopylae in 480 B.C. , 300 grossed $ 70 million in its first weekend of U.S. release .","['VBG', 'IN', 'DT', 'JJ', 'NN', 'IN', 'RB', 'JJR', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'IN', 'CD', 'NNP', ',', 'NNP', 'VBD', '$', 'CD', 'CD', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'NNP', 'NN', '.']","['O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-eve', 'I-eve', 'I-eve', 'O', 'O', 'O', 'O', 'B-art', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'B-geo', 'O', 'O']","['Focusing', 'on', 'the', 'Greek', 'victory', 'over', 'vastly', 'larger', 'Persian', 'forces', 'at', 'the', 'Battle', 'Of', 'Thermopylae', 'in', '480', 'B.C', '.', ',', '300', 'grossed', '$', '70', 'million', 'in', 'its', 'first', 'weekend', 'of', 'U.S.', 'release', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'B-LOC', 'O', 'O']"
Sentence: 27043,"Reporters who traveled with Mr. Gonzales to Baghdad say he made the trip , on the eve of the U.S. Independence Day holiday , to commend the Iraqi government 's commitment to democracy despite continuing deadly attacks by insurgents .","['NNS', 'WP', 'VBD', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'VB', 'PRP', 'VBD', 'DT', 'NN', ',', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', ',', 'TO', 'VB', 'DT', 'JJ', 'NN', 'POS', 'NN', 'TO', 'NN', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Reporters', 'who', 'traveled', 'with', 'Mr.', 'Gonzales', 'to', 'Baghdad', 'say', 'he', 'made', 'the', 'trip', ',', 'on', 'the', 'eve', 'of', 'the', 'U.S', '.', 'Independence', 'Day', 'holiday', ',', 'to', 'commend', 'the', 'Iraqi', 'government', ""'s"", 'commitment', 'to', 'democracy', 'despite', 'continuing', 'deadly', 'attacks', 'by', 'insurgents', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 27060,"Reporters who traveled with Mr. Gonzales to Baghdad say he intended this trip , on the eve of the U.S. Independence Day holiday , to show support for the Iraqi government 's commitment to democracy despite continuing deadly attacks by insurgents .","['NNS', 'WP', 'VBD', 'IN', 'NNP', 'NNP', 'TO', 'VB', 'VB', 'PRP', 'VBD', 'DT', 'NN', ',', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', ',', 'TO', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NN', 'POS', 'NN', 'TO', 'NN', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Reporters', 'who', 'traveled', 'with', 'Mr.', 'Gonzales', 'to', 'Baghdad', 'say', 'he', 'intended', 'this', 'trip', ',', 'on', 'the', 'eve', 'of', 'the', 'U.S', '.', 'Independence', 'Day', 'holiday', ',', 'to', 'show', 'support', 'for', 'the', 'Iraqi', 'government', ""'s"", 'commitment', 'to', 'democracy', 'despite', 'continuing', 'deadly', 'attacks', 'by', 'insurgents', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 27202,"U.N. Environment Program researchers said overuse , salt water intrusion , sewage and agricultural runoff as well as hazardous medical waste in Gaza landfills is contributing to the situation .","['NNP', 'NNP', 'NNP', 'NNS', 'VBD', 'NN', ',', 'NN', 'NN', 'NN', ',', 'NN', 'CC', 'JJ', 'NN', 'RB', 'RB', 'IN', 'JJ', 'JJ', 'NN', 'IN', 'NNP', 'NNS', 'VBZ', 'VBG', 'TO', 'DT', 'NN', '.']","['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['U.N', '.', 'Environment', 'Program', 'researchers', 'said', 'overuse', ',', 'salt', 'water', 'intrusion', ',', 'sewage', 'and', 'agricultural', 'runoff', 'as', 'well', 'as', 'hazardous', 'medical', 'waste', 'in', 'Gaza', 'landfills', 'is', 'contributing', 'to', 'the', 'situation', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 27625,U.S. Senator John McCain met in Baghdad with officials who have been trying to form a government for the past three months .,"['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', 'IN', 'NNS', 'WP', 'VBP', 'VBN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'CD', 'NNS', '.']","['B-org', 'B-per', 'B-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O']","['U.S', '.', 'Senator', 'John', 'McCain', 'met', 'in', 'Baghdad', 'with', 'officials', 'who', 'have', 'been', 'trying', 'to', 'form', 'a', 'government', 'for', 'the', 'past', 'three', 'months', '.']","['B-ORG', 'B-PER', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O']"
Sentence: 27627,"Separately , U.S. Ambassador to Iraq , Zalmay Khalilzad , said the country is at a defining moment .","['RB', ',', 'NNP', 'NNP', 'TO', 'NNP', ',', 'NNP', 'NNP', ',', 'VBD', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Separately', ',', 'U.S', '.', 'Ambassador', 'to', 'Iraq', ',', 'Zalmay', 'Khalilzad', ',', 'said', 'the', 'country', 'is', 'at', 'a', 'defining', 'moment', '.']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
